codigo_viagem,cnpj,numero_equipamento_fiscal,numero_bilhete,data_emissao_bilhete,hora_emissao_bilhete,categoria_transporte,nu_linha,origem_destino_linha,ponto_origem_viagem,ponto_destino_viagem,tipo_servico,data_viagem,hora_viagem,tipo_viagem,numero_poltrona,plataforma_embarque,tipo_gratitude,valor_tarifa,valor_percentual_desconto,valor_aliquota_icms,valor_pedagio,valor_taxa_embarque,valor_total,origem_emissao,in_passagem_cancelada
2493583,61084018000103,41200161084018005849,205294,16-01-2020,10:44:00,Interestadual,8006231,SAO PAULO(SP) - CURITIBA(PR),CURITIBA/PR        ,OSASCO/SP        ,Convencional com sanitário,17-01-2020,23:59:00,Regular,25,B,Tarifa Normal - sem desconto,111.54,0.0,12.0,2.33,6.12,119.99,Não Se Aplica,NÃO
2444820,23542573000142,33200133337007000152,100414716,04-01-2020,12:27:00,Interestadual,6027161,BELO HORIZONTE(MG) - RIO DE JANEIRO(RJ),RIO DE JANEIRO/RJ        ,BELO HORIZONTE/MG        ,Executivo,05-01-2020,12:45:00,Regular,10,N/I,"Tarifa Promocional - Parágrafo 3º, art. 27 do Decreto nº 2.521/98",141.87,9.0,20.0,5.99,6.14,154.0,Não Se Aplica,NÃO
2444461,23542573000142,33200133337007000152,100418701,03-01-2020,23:55:00,Interestadual,6027161,BELO HORIZONTE(MG) - RIO DE JANEIRO(RJ),RIO DE JANEIRO/RJ        ,BELO HORIZONTE/MG        ,Executivo,03-01-2020,23:59:00,Regular,8,N/I,"Tarifa Promocional - Parágrafo 3º, art. 27 do Decreto nº 2.521/98",141.87,9.0,20.0,5.99,6.14,154.0,Não Se Aplica,NÃO
2460690,23542573000142,33191233337007000152,100323114,23-12-2019,12:17:00,Interestadual,6027161,BELO HORIZONTE(MG) - RIO DE JANEIRO(RJ),RIO DE JANEIRO/RJ        ,BELO HORIZONTE/MG        ,Executivo,06-01-2020,09:00:00,Regular,35,N/I,"Tarifa Promocional - Parágrafo 3º, art. 27 do Decreto nº 2.521/98",106.87,30.0,20.0,5.99,6.14,119.0,Não Se Aplica,NÃO
2444148,23542573000142,53191233337007006860,100354722,27-12-2019,12:26:00,Interestadual,12014961,BRASILIA(DF) - RIO DE JANEIRO(RJ),BRASILIA/DF        ,RIO DE JANEIRO/RJ        ,Executivo,03-01-2020,17:00:00,Regular,3,N/I,"Tarifa Promocional - Parágrafo 3º, art. 27 do Decreto nº 2.521/98",215.62,47.0,18.0,7.63,4.75,228.0,Não Se Aplica,NÃO
2444147,23542573000142,53191233337007006860,100354722,27-12-2019,12:26:00,Interestadual,12014961,BRASILIA(DF) - RIO DE JANEIRO(RJ),BRASILIA/DF        ,RIO DE JANEIRO/RJ        ,Executivo,03-01-2020,17:00:00,Regular,3,N/I,"Tarifa Promocional - Parágrafo 3º, art. 27 do Decreto nº 2.521/98",215.62,47.0,18.0,7.63,4.75,228.0,Não Se Aplica,NÃO
2460755,23542573000142,53200133337007006860,100396476,02-01-2020,14:53:00,Interestadual,12014961,BRASILIA(DF) - RIO DE JANEIRO(RJ),BRASILIA/DF        ,RIO DE JANEIRO/RJ        ,Executivo,06-01-2020,16:30:00,Regular,32,N/I,"Tarifa Promocional - Parágrafo 3º, art. 27 do Decreto nº 2.521/98",186.62,54.0,18.0,7.63,4.75,199.0,Não Se Aplica,NÃO
2460754,23542573000142,53200133337007006860,100396476,02-01-2020,14:53:00,Interestadual,12014961,BRASILIA(DF) - RIO DE JANEIRO(RJ),BRASILIA/DF        ,RIO DE JANEIRO/RJ        ,Executivo,06-01-2020,16:30:00,Regular,32,N/I,"Tarifa Promocional - Parágrafo 3º, art. 27 do Decreto nº 2.521/98",186.62,54.0,18.0,7.63,4.75,199.0,Não Se Aplica,NÃO
2482788,23542573000142,53200133337007006860,100419464,03-01-2020,19:54:00,Interestadual,12014961,BRASILIA(DF) - RIO DE JANEIRO(RJ),BRASILIA/DF        ,RIO DE JANEIRO/RJ        ,Executivo,12-01-2020,20:30:00,Regular,8,N/I,"Tarifa Promocional - Parágrafo 3º, art. 27 do Decreto nº 2.521/98",176.07,56.0,18.0,7.63,4.75,188.45,Não Se Aplica,NÃO
2482829,23542573000142,35200133542531001307,100463761,02-01-2020,20:20:00,Interestadual,7006260,RIO DE JANEIRO(RJ) - SAO JOSE DOS CAMPOS(SP),SAO JOSE DOS CAMPOS/SP        ,RIO DE JANEIRO/RJ        ,Executivo,12-01-2020,23:00:00,Regular,16,N/I,"Tarifa Promocional - Parágrafo 3º, art. 27 do Decreto nº 2.521/98",34.22,68.0,12.0,4.88,5.8,44.9,Não Se Aplica,NÃO
2468643,61084018000103,35200161084018000103,6565656,09-01-2020,20:20:00,Interestadual,8006231,SAO PAULO(SP) - CURITIBA(PR),SAO PAULO/SP        ,CURITIBA/PR        ,Convencional com sanitário,09-01-2020,23:15:00,Regular,36,08,Tarifa Normal - sem desconto,109.87,0.0,12.0,2.86,7.26,119.99,Não Se Aplica,NÃO
2438323,61084018000103,35200161084018000103,6451679,05-01-2020,21:26:00,Interestadual,8006231,SAO PAULO(SP) - CURITIBA(PR),SAO PAULO/SP        ,CURITIBA/PR        ,Convencional com sanitário,05-01-2020,22:20:00,Regular,45,12,Tarifa Normal - sem desconto,109.87,0.0,12.0,2.86,7.26,124.99,Não Se Aplica,NÃO
2492904,61084018000103,35200161084018000103,6551941,09-01-2020,12:28:00,Interestadual,8006231,SAO PAULO(SP) - CURITIBA(PR),SAO PAULO/SP        ,CURITIBA/PR        ,Convencional com sanitário,14-01-2020,23:15:00,Regular,42,08,Tarifa Normal - sem desconto,109.87,0.0,12.0,2.86,7.26,119.99,Não Se Aplica,NÃO
2521223,61084018000103,35200161084018000103,6949140,22-01-2020,21:53:00,Interestadual,8006231,SAO PAULO(SP) - CURITIBA(PR),SAO PAULO/SP        ,CURITIBA/PR        ,Convencional com sanitário,22-01-2020,23:59:00,Regular,13,26,Tarifa Normal - sem desconto,109.87,0.0,12.0,2.86,7.26,119.99,Não Se Aplica,NÃO
2438133,16624611000140,31200116624611009873,2801466,03-01-2020,21:26:37,Interestadual,6012661,BELO HORIZONTE(MG) - CURITIBA(PR),BELO HORIZONTE/MG        ,CURITIBA/PR        ,Executivo,05-01-2020,23:00:00,Regular,22,A1,"Tarifa Promocional - Parágrafo 3º, art. 27 do Decreto nº 2.521/98",388.89,50.9,18.0,5.89,3.9,200.73,Presencial,NÃO
2506848,16624611000140,31200116624611009873,2936104,17-01-2020,18:21:46,Interestadual,6012661,BELO HORIZONTE(MG) - CURITIBA(PR),BELO HORIZONTE/MG        ,CURITIBA/PR        ,Executivo,23-01-2020,23:00:00,Regular,25,A1,"Tarifa Promocional - Parágrafo 3º, art. 27 do Decreto nº 2.521/98",388.89,65.9,18.0,5.89,3.9,142.4,Presencial,NÃO
2479288,16624611000140,31200116624611009873,2825346,06-01-2020,16:42:49,Interestadual,6012661,BELO HORIZONTE(MG) - CURITIBA(PR),BELO HORIZONTE/MG        ,CURITIBA/PR        ,Executivo,14-01-2020,23:00:00,Regular,33,PA,Tarifa Normal - sem desconto,272.16,0.0,18.0,4.94,3.9,281.0,Presencial,NÃO
2480269,16624611000140,31200116624611009873,2825819,06-01-2020,17:15:08,Interestadual,6013961,ARACUAI(MG) - RIBEIRAO PRETO(SP),VIRGEM DA LAPA/MG        ,RIBEIRAO PRETO/SP        ,Executivo,18-01-2020,14:00:00,Regular,22,0,"Tarifa Promocional - Parágrafo 3º, art. 27 do Decreto nº 2.521/98",398.67,50.9,18.0,4.43,0.0,200.18,Presencial,NÃO
2493100,61084018000103,33200161084018005253,226873,12-01-2020,12:34:00,Interestadual,6030561,BELO HORIZONTE(MG) - RIO DE JANEIRO(RJ),RIO DE JANEIRO/RJ        ,BELO HORIZONTE/MG        ,Convencional com sanitário,15-01-2020,23:00:00,Regular,13,49A55,Tarifa Normal - sem desconto,107.07,0.0,20.0,6.78,6.14,119.99,Não Se Aplica,NÃO
2468442,61084018000103,33200161084018005253,222306,08-01-2020,20:05:00,Interestadual,6030561,BELO HORIZONTE(MG) - RIO DE JANEIRO(RJ),RIO DE JANEIRO/RJ        ,BELO HORIZONTE/MG        ,Convencional com sanitário,08-01-2020,23:58:00,Regular,28,49 A 55,Tarifa Normal - sem desconto,106.15,0.0,20.0,7.7,6.14,119.99,Não Se Aplica,NÃO
2493537,61084018000103,33200161084018005253,227223,12-01-2020,17:59:00,Interestadual,6030561,BELO HORIZONTE(MG) - RIO DE JANEIRO(RJ),RIO DE JANEIRO/RJ        ,BELO HORIZONTE/MG        ,Convencional com sanitário,17-01-2020,22:30:00,Regular,19,49 A 55,Tarifa Normal - sem desconto,106.15,0.0,20.0,7.7,6.14,119.99,Não Se Aplica,NÃO
2436060,61084018000103,33200161084018005253,210702,01-01-2020,07:13:00,Interestadual,6030561,BELO HORIZONTE(MG) - RIO DE JANEIRO(RJ),RIO DE JANEIRO/RJ        ,BELO HORIZONTE/MG        ,Convencional com sanitário,01-01-2020,09:00:00,Regular,39,49 A 55,Tarifa Normal - sem desconto,106.15,0.0,20.0,7.7,6.14,154.99,Não Se Aplica,NÃO
2437414,61084018000103,33191261084018005253,208318,29-12-2019,19:45:00,Interestadual,6030561,BELO HORIZONTE(MG) - RIO DE JANEIRO(RJ),RIO DE JANEIRO/RJ        ,BELO HORIZONTE/MG        ,Convencional com sanitário,03-01-2020,23:58:00,Regular,51,49 A 55,Tarifa Normal - sem desconto,106.15,0.0,20.0,7.7,6.14,124.99,Não Se Aplica,NÃO
2520857,61084018000103,33200161084018005253,225113,10-01-2020,20:10:00,Interestadual,6030561,BELO HORIZONTE(MG) - RIO DE JANEIRO(RJ),RIO DE JANEIRO/RJ        ,BELO HORIZONTE/MG        ,Convencional com sanitário,21-01-2020,11:00:00,Regular,42,49 A 55,Tarifa Normal - sem desconto,106.15,0.0,20.0,7.7,6.14,119.99,Não Se Aplica,NÃO
2468411,61084018000103,33200161084018005253,221303,08-01-2020,09:57:00,Interestadual,6030561,BELO HORIZONTE(MG) - RIO DE JANEIRO(RJ),RIO DE JANEIRO/RJ        ,BELO HORIZONTE/MG        ,Convencional com sanitário,08-01-2020,23:00:00,Regular,19,49A55,Tarifa Normal - sem desconto,107.07,0.0,20.0,6.78,6.14,119.99,Não Se Aplica,NÃO
2521894,61084018000103,31200161084018004877,530482,25-01-2020,19:01:00,Interestadual,6030561,BELO HORIZONTE(MG) - RIO DE JANEIRO(RJ),BELO HORIZONTE/MG        ,RIO DE JANEIRO/RJ        ,Convencional com sanitário,25-01-2020,22:10:00,Regular,5,00,Tarifa Normal - sem desconto,108.48,0.0,18.0,6.61,3.9,78.99,Não Se Aplica,NÃO
2521894,61084018000103,31200161084018004877,520388,21-01-2020,10:16:00,Interestadual,6030561,BELO HORIZONTE(MG) - RIO DE JANEIRO(RJ),BELO HORIZONTE/MG        ,RIO DE JANEIRO/RJ        ,Convencional com sanitário,25-01-2020,22:10:00,Regular,21,00,Tarifa Normal - sem desconto,109.48,0.0,18.0,6.61,3.9,119.99,Não Se Aplica,NÃO
2520475,61084018000103,31191261084018004877,470555,30-12-2019,20:24:00,Interestadual,6030561,BELO HORIZONTE(MG) - RIO DE JANEIRO(RJ),BELO HORIZONTE/MG        ,RIO DE JANEIRO/RJ        ,Convencional com sanitário,19-01-2020,22:30:00,Regular,35,E2,Tarifa Normal - sem desconto,108.58,0.0,18.0,7.51,3.9,124.99,Não Se Aplica,NÃO
2438317,61084018000103,31200161084018004877,477309,03-01-2020,08:08:00,Interestadual,6030561,BELO HORIZONTE(MG) - RIO DE JANEIRO(RJ),BELO HORIZONTE/MG        ,RIO DE JANEIRO/RJ        ,Convencional com sanitário,05-01-2020,22:10:00,Regular,13,00,Tarifa Normal - sem desconto,109.48,0.0,18.0,6.61,3.9,124.99,Não Se Aplica,NÃO
2444542,23542573000142,35191233337007008803,100344696,26-12-2019,21:10:00,Interestadual,7015431,RIO DE JANEIRO(RJ) - SANTOS(SP),SANTOS/SP        ,RIO DE JANEIRO/RJ        ,Semileito,04-01-2020,15:00:00,Regular,55,N/I,Tarifa Normal - sem desconto,205.45,0.0,12.0,9.31,5.24,220.0,Não Se Aplica,NÃO
2520743,61084018000103,31200161084018004877,519016,20-01-2020,15:39:00,Interestadual,6030561,BELO HORIZONTE(MG) - RIO DE JANEIRO(RJ),BELO HORIZONTE/MG        ,RIO DE JANEIRO/RJ        ,Convencional com sanitário,20-01-2020,23:00:00,Regular,29,E2,Tarifa Normal - sem desconto,109.48,0.0,18.0,6.61,3.9,119.99,Não Se Aplica,NÃO
2520595,61084018000103,31200161084018004877,517858,20-01-2020,08:22:00,Interestadual,6030561,BELO HORIZONTE(MG) - RIO DE JANEIRO(RJ),BELO HORIZONTE/MG        ,RIO DE JANEIRO/RJ        ,Convencional com sanitário,20-01-2020,10:00:00,Regular,27,E2,Tarifa Normal - sem desconto,109.48,0.0,18.0,6.61,3.9,119.99,Não Se Aplica,NÃO
2493568,61084018000103,31200161084018004877,507579,15-01-2020,12:50:00,Interestadual,6030561,BELO HORIZONTE(MG) - RIO DE JANEIRO(RJ),BELO HORIZONTE/MG        ,RIO DE JANEIRO/RJ        ,Convencional com sanitário,17-01-2020,23:45:00,Regular,23,E2,Tarifa Normal - sem desconto,109.48,0.0,18.0,6.61,3.9,124.99,Não Se Aplica,NÃO
2468661,61084018000103,31200161084018004877,492568,09-01-2020,00:03:00,Interestadual,6030561,BELO HORIZONTE(MG) - RIO DE JANEIRO(RJ),BELO HORIZONTE/MG        ,RIO DE JANEIRO/RJ        ,Convencional com sanitário,09-01-2020,23:45:00,Regular,27,E2,Tarifa Normal - sem desconto,109.48,0.0,18.0,6.61,3.9,119.99,Não Se Aplica,NÃO
2468720,61084018000103,31200161084018004877,494785,09-01-2020,19:42:00,Interestadual,6030561,BELO HORIZONTE(MG) - RIO DE JANEIRO(RJ),BELO HORIZONTE/MG        ,RIO DE JANEIRO/RJ        ,Convencional com sanitário,10-01-2020,09:00:00,Regular,22,E2,Tarifa Normal - sem desconto,108.58,0.0,18.0,7.51,3.9,124.99,Não Se Aplica,NÃO
2470224,78586674000107,35200178586674008515,456654,07-01-2020,13:38:00,Interestadual,9011731,UMUARAMA(PR) - JUNDIAI(SP),CAMPINAS/SP        ,CIANORTE/PR        ,Convencional com sanitário,08-01-2020,18:45:00,Regular,40,N/I,Tarifa Normal - sem desconto,213.8,0.0,12.0,23.38,5.8,242.98,Não Se Aplica,NÃO
2444352,81159857000150,35191281159857003680,165493,23-12-2019,12:10:39,Interestadual,9010361,CURITIBA(PR) - ARACATUBA(SP),OURINHOS/SP        ,CURITIBA/PR        ,Convencional com sanitário,03-01-2020,10:30:00,Regular,7,N/I,Tarifa Normal - sem desconto,92.32,0.0,12.0,7.23,3.8,103.35,Não Se Aplica,NÃO
2510018,23542573000142,31191133337007008307,100896542,27-11-2019,15:11:00,Interestadual,6027061,BELO HORIZONTE(MG) - RIO DE JANEIRO(RJ),BELO HORIZONTE/MG        ,RIO DE JANEIRO/RJ        ,Executivo,19-01-2020,22:30:00,Regular,16,N/I,"Tarifa Promocional - Parágrafo 3º, art. 27 do Decreto nº 2.521/98",69.12,53.0,18.0,5.99,3.9,79.01,Não Se Aplica,NÃO
2510735,23542573000142,33200133337007000152,100573894,23-01-2020,07:04:00,Interestadual,6027061,BELO HORIZONTE(MG) - RIO DE JANEIRO(RJ),RIO DE JANEIRO/RJ        ,BELO HORIZONTE/MG        ,Executivo,23-01-2020,21:30:00,Regular,1,N/I,"Tarifa Promocional - Parágrafo 3º, art. 27 do Decreto nº 2.521/98",106.87,30.0,20.0,5.99,6.14,119.0,Não Se Aplica,NÃO
2444037,23542573000142,33191133337007000152,100776555,11-11-2019,16:58:00,Interestadual,6027061,BELO HORIZONTE(MG) - RIO DE JANEIRO(RJ),RIO DE JANEIRO/RJ        ,BELO HORIZONTE/MG        ,Executivo,02-01-2020,22:30:00,Regular,40,N/I,"Tarifa Promocional - Parágrafo 3º, art. 27 do Decreto nº 2.521/98",37.77,70.0,20.0,5.99,6.14,49.9,Não Se Aplica,NÃO
2444537,23542573000142,31200133337007008307,100419713,04-01-2020,12:45:00,Interestadual,6027041,BELO HORIZONTE(MG) - RIO DE JANEIRO(RJ),BELO HORIZONTE/MG        ,RIO DE JANEIRO/RJ        ,Leito com ar condicionado,04-01-2020,14:00:00,Regular,57,N/I,"Tarifa Promocional - Parágrafo 3º, art. 27 do Decreto nº 2.521/98",145.11,48.0,18.0,5.99,3.9,155.0,Não Se Aplica,NÃO
2510016,23542573000142,31191133337007008307,100896542,27-11-2019,15:11:00,Interestadual,6027061,BELO HORIZONTE(MG) - RIO DE JANEIRO(RJ),BELO HORIZONTE/MG        ,RIO DE JANEIRO/RJ        ,Executivo,19-01-2020,22:30:00,Regular,16,N/I,"Tarifa Promocional - Parágrafo 3º, art. 27 do Decreto nº 2.521/98",69.12,53.0,18.0,5.99,3.9,79.01,Não Se Aplica,NÃO
2510518,23542573000142,31200133337007008307,100569633,22-01-2020,16:05:00,Interestadual,6037761,JUIZ DE FORA(MG) - VALENCA(RJ),JUIZ DE FORA/MG        ,COMENDADOR LEVY GASPARIAN/RJ        ,Executivo,22-01-2020,17:00:00,Regular,27,N/I,Tarifa Normal - sem desconto,7.44,0.0,18.0,1.01,2.55,11.0,Não Se Aplica,NÃO
2443711,23542573000142,31191233337007008307,100296017,20-12-2019,14:10:00,Interestadual,6027061,BELO HORIZONTE(MG) - RIO DE JANEIRO(RJ),BELO HORIZONTE/MG        ,PETROPOLIS/RJ        ,Executivo,01-01-2020,22:30:00,Regular,33,N/I,Tarifa Normal - sem desconto,141.35,0.0,18.0,4.75,3.9,150.0,Não Se Aplica,NÃO
2443713,23542573000142,31191233337007008307,100296017,20-12-2019,14:10:00,Interestadual,6027061,BELO HORIZONTE(MG) - RIO DE JANEIRO(RJ),BELO HORIZONTE/MG        ,PETROPOLIS/RJ        ,Executivo,01-01-2020,22:30:00,Regular,33,N/I,Tarifa Normal - sem desconto,141.35,0.0,18.0,4.75,3.9,150.0,Não Se Aplica,NÃO
2460709,23542573000142,31200133337007008307,100436395,06-01-2020,06:55:00,Interestadual,6027061,BELO HORIZONTE(MG) - RIO DE JANEIRO(RJ),BELO HORIZONTE/MG        ,PETROPOLIS/RJ        ,Executivo,06-01-2020,11:00:00,Regular,15,N/I,Tarifa Normal - sem desconto,141.35,0.0,18.0,4.75,3.9,150.0,Não Se Aplica,NÃO
2438354,61084018000103,33191261084018005253,195949,19-12-2019,18:17:00,Interestadual,8004431,CAMPINAS(SP) - RIO DE JANEIRO(RJ),RIO DE JANEIRO/RJ        ,CAMPINAS/SP        ,Convencional com sanitário,05-01-2020,23:40:00,Regular,24,11-13,Tarifa Normal - sem desconto,125.8,0.0,20.0,13.05,6.14,154.99,Não Se Aplica,NÃO
2521520,61084018000103,33200161084018005253,231547,15-01-2020,20:13:00,Interestadual,8004431,CAMPINAS(SP) - RIO DE JANEIRO(RJ),RIO DE JANEIRO/RJ        ,CAMPINAS/SP        ,Convencional com sanitário,24-01-2020,11:50:00,Regular,11,49-55,Tarifa Normal - sem desconto,125.8,0.0,20.0,13.05,6.14,110.5,Não Se Aplica,NÃO
2493208,61084018000103,33200161084018005253,227163,12-01-2020,16:52:00,Interestadual,8004431,CAMPINAS(SP) - RIO DE JANEIRO(RJ),RIO DE JANEIRO/RJ        ,CAMPINAS/SP        ,Convencional com sanitário,16-01-2020,11:50:00,Regular,18,49-55,Tarifa Normal - sem desconto,125.8,0.0,20.0,13.05,6.14,94.99,Não Se Aplica,NÃO
2444035,23542573000142,33191133337007000152,100776555,11-11-2019,16:58:00,Interestadual,6027061,BELO HORIZONTE(MG) - RIO DE JANEIRO(RJ),RIO DE JANEIRO/RJ        ,BELO HORIZONTE/MG        ,Executivo,02-01-2020,22:30:00,Regular,40,N/I,"Tarifa Promocional - Parágrafo 3º, art. 27 do Decreto nº 2.521/98",37.77,70.0,20.0,5.99,6.14,49.9,Não Se Aplica,NÃO
2515164,30069314000101,31200130069314004875,223902,22-01-2020,14:16:00,Interestadual,6033761,PIRAPETINGA(MG) - RIO DE JANEIRO(RJ),PIRAPETINGA/MG        ,RIO DE JANEIRO/RJ        ,Convencional com sanitário,23-01-2020,00:30:00,Regular,20,N/I,Tarifa Normal - sem desconto,63.6,0.0,18.0,1.39,0.0,64.99,Não Se Aplica,NÃO
2521050,61084018000103,33200161084018005253,233518,17-01-2020,09:39:00,Interestadual,6030600,POCOS DE CALDAS(MG) - RIO DE JANEIRO(RJ),RIO DE JANEIRO/RJ        ,ITAJUBA/MG        ,Convencional com sanitário,22-01-2020,08:40:00,Regular,31,49 A 55,Tarifa Normal - sem desconto,75.79,0.0,20.0,4.06,6.14,85.99,Não Se Aplica,NÃO
2521050,61084018000103,33200161084018005253,238143,21-01-2020,11:03:00,Interestadual,6030600,POCOS DE CALDAS(MG) - RIO DE JANEIRO(RJ),RIO DE JANEIRO/RJ        ,ITAJUBA/MG        ,Convencional com sanitário,22-01-2020,08:40:00,Regular,20,49 A 55,Tarifa Normal - sem desconto,75.79,0.0,20.0,4.06,6.14,85.99,Não Se Aplica,NÃO
2493144,61084018000103,35200161084018000103,6643520,12-01-2020,14:17:00,Interestadual,8006241,SAO PAULO(SP) - CURITIBA(PR),SAO PAULO/SP        ,CURITIBA/PR        ,Leito com ar condicionado,16-01-2020,00:20:00,Regular,5,24,Tarifa Normal - sem desconto,189.64,0.0,12.0,2.86,7.49,199.99,Não Se Aplica,NÃO
2444035,23542573000142,31191233337007008307,100386427,31-12-2019,09:55:00,Interestadual,6027061,BELO HORIZONTE(MG) - RIO DE JANEIRO(RJ),BELO HORIZONTE/MG        ,RIO DE JANEIRO/RJ        ,Executivo,02-01-2020,22:30:00,Regular,32,N/I,"Tarifa Promocional - Parágrafo 3º, art. 27 do Decreto nº 2.521/98",129.11,18.0,18.0,5.99,3.9,139.0,Não Se Aplica,NÃO
2437774,61084018000103,33200161084018005253,215759,04-01-2020,11:38:00,Interestadual,7007400,VOLTA REDONDA(RJ) - SAO PAULO(SP),VOLTA REDONDA/RJ        ,SAO PAULO/SP        ,Convencional com sanitário,04-01-2020,17:35:00,Regular,31,N/I,Tarifa Normal - sem desconto,79.22,0.0,20.0,3.96,2.81,85.99,Não Se Aplica,NÃO
2520528,61084018000103,41200161084018005849,207808,19-01-2020,14:56:00,Interestadual,8006241,SAO PAULO(SP) - CURITIBA(PR),CURITIBA/PR        ,SAO PAULO/SP        ,Leito com ar condicionado,19-01-2020,23:59:00,Regular,4,B,Tarifa Normal - sem desconto,200.82,0.0,12.0,2.86,6.31,219.99,Não Se Aplica,NÃO
2510622,23542573000142,33200133337007000152,100418268,04-01-2020,08:20:00,Interestadual,7014061,RIO DE JANEIRO(RJ) - SAO SEBASTIAO(SP),RIO DE JANEIRO/RJ        ,UBATUBA/SP        ,Executivo,23-01-2020,08:30:00,Regular,7,N/I,"Tarifa Promocional - Parágrafo 3º, art. 27 do Decreto nº 2.521/98",94.93,18.0,20.0,0.0,6.14,101.07,Não Se Aplica,NÃO
2437916,61084018000103,35191261084018000103,6271012,30-12-2019,18:56:00,Interestadual,8004561,JUNDIAI(SP) - CURITIBA(PR),SAO PAULO/SP        ,CURITIBA/PR        ,Convencional com sanitário,05-01-2020,07:30:00,Regular,38,07,Tarifa Normal - sem desconto,100.4,0.0,12.0,2.33,7.26,119.99,Não Se Aplica,NÃO
2493678,61084018000103,35200161084018000103,6823669,18-01-2020,12:06:00,Interestadual,8004561,JUNDIAI(SP) - CURITIBA(PR),SAO PAULO/SP        ,CURITIBA/PR        ,Convencional com sanitário,18-01-2020,12:00:00,Regular,25,07,Tarifa Normal - sem desconto,100.4,0.0,12.0,2.33,7.26,109.99,Não Se Aplica,NÃO
2468474,61084018000103,35200161084018000103,6544332,09-01-2020,08:24:00,Interestadual,8004961,SANTOS(SP) - BELO HORIZONTE(MG),SAO PAULO/SP        ,BELO HORIZONTE/MG        ,Convencional com sanitário,09-01-2020,07:30:00,Regular,28,07/08,"Tarifa Promocional - Parágrafo 3º, art. 27 do Decreto nº 2.521/98",150.17,100.0,12.0,0.0,0.0,0.0,Não Se Aplica,NÃO
2520301,61084018000103,35200161084018000103,6837493,18-01-2020,20:51:00,Interestadual,8004961,SANTOS(SP) - BELO HORIZONTE(MG),SAO PAULO/SP        ,BELO HORIZONTE/MG        ,Convencional com sanitário,19-01-2020,07:30:00,Regular,17,07/08,Tarifa Normal - sem desconto,150.17,0.0,12.0,2.33,7.49,139.99,Não Se Aplica,NÃO
2521598,61084018000103,35200161084018000103,6894266,20-01-2020,20:13:00,Interestadual,8004961,SANTOS(SP) - BELO HORIZONTE(MG),SANTOS/SP        ,BELO HORIZONTE/MG        ,Convencional com sanitário,24-01-2020,19:30:00,Regular,27,07/08,Tarifa Normal - sem desconto,160.12,0.0,12.0,3.92,5.95,169.99,Não Se Aplica,NÃO
2468121,61084018000103,31200161084018004877,480711,04-01-2020,10:47:00,Interestadual,8004961,SANTOS(SP) - BELO HORIZONTE(MG),BELO HORIZONTE/MG        ,SANTOS/SP        ,Convencional com sanitário,07-01-2020,20:15:00,Regular,39,E2,Tarifa Normal - sem desconto,168.01,0.0,18.0,2.08,3.9,173.99,Não Se Aplica,NÃO
2468120,61084018000103,31200161084018004877,480711,04-01-2020,10:47:00,Interestadual,8004961,SANTOS(SP) - BELO HORIZONTE(MG),BELO HORIZONTE/MG        ,SANTOS/SP        ,Convencional com sanitário,07-01-2020,20:15:00,Regular,39,E2,Tarifa Normal - sem desconto,168.01,0.0,18.0,2.08,3.9,173.99,Não Se Aplica,NÃO
2520909,61084018000103,35200161084018000103,6679995,13-01-2020,16:07:00,Interestadual,8004961,SANTOS(SP) - BELO HORIZONTE(MG),SANTOS/SP        ,BELO HORIZONTE/MG        ,Convencional com sanitário,21-01-2020,18:10:00,Regular,19,--,Tarifa Normal - sem desconto,165.96,0.0,12.0,2.08,5.95,173.99,Não Se Aplica,NÃO
2437915,61084018000103,35200161084018000103,6336196,02-01-2020,08:55:00,Interestadual,8004961,SANTOS(SP) - BELO HORIZONTE(MG),SANTOS/SP        ,BELO HORIZONTE/MG        ,Convencional com sanitário,05-01-2020,07:30:00,Regular,40,07/08,Tarifa Normal - sem desconto,160.12,0.0,12.0,3.92,5.95,169.99,Não Se Aplica,NÃO
2436962,61084018000103,35191261084018000103,5578207,10-12-2019,14:40:00,Interestadual,8004961,SANTOS(SP) - BELO HORIZONTE(MG),SANTOS/SP        ,BELO HORIZONTE/MG        ,Convencional com sanitário,03-01-2020,07:30:00,Regular,16,07/08,Tarifa Normal - sem desconto,160.12,0.0,12.0,3.92,5.95,179.99,Não Se Aplica,NÃO
2461377,23542573000142,31200133337007008307,100428519,06-01-2020,08:01:00,Interestadual,6025800,BARBACENA(MG) - SAO PAULO(SP),BARBACENA/MG        ,SAO PAULO/SP        ,Convencional com sanitário,09-01-2020,22:00:00,Regular,41,N/I,Tarifa Normal - sem desconto,123.01,0.0,18.0,1.28,4.5,128.79,Não Se Aplica,NÃO
2521863,61084018000103,31200161084018004877,530542,25-01-2020,19:47:00,Interestadual,8004961,SANTOS(SP) - BELO HORIZONTE(MG),BELO HORIZONTE/MG        ,SAO PAULO/SP        ,Convencional com sanitário,25-01-2020,20:15:00,Regular,36,E2,Tarifa Normal - sem desconto,153.59,0.0,18.0,2.5,3.9,109.99,Não Se Aplica,NÃO
2468191,61084018000103,41191261084018005849,190867,31-12-2019,00:35:00,Interestadual,8004561,JUNDIAI(SP) - CURITIBA(PR),CURITIBA/PR        ,JUNDIAI/SP        ,Convencional com sanitário,07-01-2020,23:50:00,Regular,1,B,Tarifa Normal - sem desconto,80.42,0.0,12.0,3.45,6.12,89.99,Não Se Aplica,NÃO
